time,seconds_elapsed,z,y,x
1716557800293514000,0.372513916015625,-1.8202147483825684,1.1108155250549316,0.2804250121116638
1716557800304012000,0.383011962890625,-1.7009882926940918,1.0619428157806396,0.1358952820301056
1716557800314510000,0.393510009765625,-1.5353894233703613,1.041529893875122,0.04903964698314667
1716557800325008100,0.404008056640625,-1.1992592811584473,1.035634994506836,-0.011796683073043823
1716557800335445000,0.414445068359375,-0.6993398666381836,0.9799246788024902,-0.09568332880735397
1716557800345912600,0.42491259765625,-0.18771886825561523,0.8376712799072266,-0.3291158676147461
1716557800356319000,0.435319091796875,0.31166744232177734,0.6396775245666504,-0.7171697616577148
1716557800366756000,0.445756103515625,0.6806163787841797,0.432725191116333,-1.179426670074463
1716557800377132000,0.456132080078125,0.8344821929931641,0.3410301208496094,-1.5793633460998535
1716557800387538400,0.466538330078125,0.851381778717041,0.3413693904876709,-1.836803674697876
1716557800397914600,0.47691455078125,0.8267989158630371,0.44924187660217285,-1.9038910865783691
1716557800408260000,0.487260009765625,0.8716855049133301,0.5985121726989746,-1.8333923816680908
1716557800418605600,0.49760546875,1.058748722076416,0.8006289005279541,-1.7839994430541992
1716557800428950800,0.50795068359375,1.257338047027588,1.033787488937378,-1.8484315872192383
1716557800439296300,0.518296142578125,1.4041862487792969,1.168900728225708,-1.9798552989959717
1716557800449611300,0.528611328125,1.3942546844482422,1.1761877536773682,-2.1297850608825684
1716557800459926300,0.53892626953125,1.2602429389953613,1.153393268585205,-2.2696778774261475
1716557800470210600,0.54921044921875,1.2026734352111816,1.194413423538208,-2.3505988121032715
1716557800480525600,0.559525634765625,1.3924212455749512,1.3669772148132324,-2.335207939147949
1716557800490810000,0.56981005859375,1.7399158477783203,1.6478955745697021,-2.163437843322754
1716557800501064000,0.58006396484375,2.085418224334717,1.8661234378814697,-1.7474305629730225
1716557800511348500,0.590348388671875,2.461583137512207,2.0043325424194336,-1.2002745866775513
1716557800521602300,0.600602294921875,3.174708843231201,2.0531253814697266,-0.6078684329986572
1716557800531856100,0.610856201171875,3.832174301147461,1.996142864227295,0.0031175613403320312
1716557800542110200,0.621110107421875,4.358870506286621,1.8408682346343994,0.5348153710365295
1716557800552364000,0.631364013671875,4.965231895446777,1.624701976776123,0.9467583298683167
1716557800562587400,0.64158740234375,5.329031467437744,1.3626573085784912,1.1409521102905273
1716557800572810800,0.651810791015625,4.97533655166626,1.0636241436004639,1.157140851020813
1716557800583064600,0.662064697265625,3.9685425758361816,0.7953517436981201,1.0527592897415161
1716557800593288200,0.6722880859375,4.967053413391113,0.6979284286499023,1.427120327949524
1716557800603480800,0.682480712890625,3.0138492584228516,0.965919017791748,2.8569650650024414
1716557800613704400,0.692704345703125,4.9195709228515625,1.4750714302062988,2.6954779624938965
1716557800623927800,0.702927734375,11.425189018249512,2.2104954719543457,3.7899272441864014
1716557800634120700,0.71312060546875,1.5380315780639648,1.0360913276672363,2.875109910964966
1716557800644313300,0.723313232421875,2.8962574005126953,0.47396135330200195,2.7497594356536865
1716557800654537000,0.733536865234375,3.100039482116699,0.04400014877319336,3.1109814643859863
1716557800664729600,0.7437294921875,0.02654266357421875,-0.5226507186889648,2.013415575027466
1716557800674922500,0.753922607421875,-1.020498275756836,-0.8074946403503418,1.2135545015335083
1716557800685085000,0.7640849609375,-0.8962774276733398,-0.6637616157531738,0.9259809851646423
1716557800695277800,0.77427783203125,-0.6080427169799805,-0.22989892959594727,1.5478371381759644
1716557800705470700,0.784470703125,-0.574162483215332,-0.12372684478759766,1.7260171175003052
1716557800715633200,0.794633056640625,-0.7864198684692383,-0.13745784759521484,1.5954408645629883
1716557800725825800,0.80482568359375,-0.8802356719970703,-0.3939056396484375,1.0934779644012451
1716557800735988200,0.81498828125,-0.48594188690185547,-0.8123159408569336,0.5982328653335571
1716557800746181000,0.82518115234375,-0.44335460662841797,-1.0059022903442383,0.5555208325386047
1716557800756343600,0.835343505859375,-0.7814626693725586,-0.974116325378418,0.7699815034866333
1716557800766505700,0.845505615234375,-0.5578718185424805,-0.9640035629272461,0.9106037616729736
1716557800776668200,0.855668212890625,-0.07379722595214844,-1.1395378112792969,0.931337296962738
1716557800786830600,0.86583056640625,0.4484891891479492,-1.3731374740600586,0.8323709964752197
1716557800797023500,0.8760234375,-4.868029594421387,-0.9846110343933105,0.5438880920410156
1716557800807185700,0.886185546875,0.43328857421875,-0.7502634525299072,0.6724953651428223
1716557800817317600,0.896317626953125,-0.6535711288452148,-0.7657783031463623,1.2001558542251587
1716557800827480000,0.90647998046875,1.1230134963989258,-0.6884288787841797,1.2643119096755981
1716557800837642200,0.916642333984375,1.1361827850341797,-0.20784211158752441,1.1563407182693481
1716557800847804700,0.9268046875,0.9611167907714844,0.33672165870666504,1.518832802772522
1716557800857967000,0.936967041015625,-0.05214977264404297,0.38579320907592773,1.0558855533599854
1716557800868129300,0.94712939453125,-1.323735237121582,0.334322452545166,0.4256676435470581
1716557800878261200,0.95726123046875,-2.0363845825195312,0.43370532989501953,-0.06225103139877319
1716557800888423700,0.967423583984375,-2.2832202911376953,0.49213314056396484,-0.13889789581298828
1716557800898585900,0.9775859375,-2.105046272277832,0.34424376487731934,-0.15756547451019287
1716557800908717800,0.9877177734375,-2.4050750732421875,0.21627497673034668,-0.3123002052307129
1716557800918880000,0.9978798828125,-2.6252822875976562,0.1410987377166748,-0.5289592742919922
1716557800929012000,1.008011962890625,-2.785593032836914,0.2534327507019043,-0.4783554673194885
1716557800939174400,1.01817431640625,-2.903411865234375,0.39077162742614746,-0.01782703399658203
